id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
574305;12/01/2024;sexta-feira;21:10:00;PB;230;10;CABEDELO;Iluminação deficiente;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-7,0514;-34,8499;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
574306;12/01/2024;sexta-feira;21:30:00;MG;40;462,3;SETE LAGOAS;Chuva;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;"Curva;Declive";Não;2;0;0;1;1;0;1;2;-19,45038924;-44,3166822;SPRF-MG;DEL02-MG;UOP01-DEL02-MG
574307;12/01/2024;sexta-feira;15:10:00;MG;116;343;CAMPANARIO;Demais falhas mecânicas ou elétricas;Colisão lateral sentido oposto;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Ponte";Não;51;6;10;30;3;2;40;3;-18,34490304;-41,77128292;SPRF-MG;DEL11-MG;UOP01-DEL11-MG
574308;12/01/2024;sexta-feira;20:00:00;CE;230;80,3;VARZEA ALEGRE;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;0;1;0;2;-6,793341;-39,305819;SPRF-CE;DEL05-CE;UOP01-DEL05-CE
574311;12/01/2024;sexta-feira;19:40:00;MG;262;802;UBERABA;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-19,779234;-47,964844;SPRF-MG;DEL13-MG;UOP01-DEL13-MG
574312;12/01/2024;sexta-feira;20:00:00;SC;282;488,1;FAXINAL DOS GUEDES;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Rotatória;Sim;3;0;0;0;3;0;0;2;-26,863047;-52,270107;SPRF-SC;DEL07-SC;UOP01-DEL07-SC
574313;12/01/2024;sexta-feira;21:55:00;CE;116;5;FORTALEZA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;1;0;0;1;1;-3,79467116;-38,50772734;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
574314;12/01/2024;sexta-feira;21:40:00;PR;369;418,8;UBIRATA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;"Declive;Interseção de Vias";Não;4;1;2;0;1;0;2;1;-24,48839833;-52,89281845;SPRF-PR;DEL04-PR;UOP03-DEL04-PR
574316;12/01/2024;sexta-feira;20:10:00;SP;101;51,9;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Sim;3;0;0;1;0;2;1;3;-23,46159291;-45,06570339;SPRF-SP;DEL06-SP;UOP01-DEL06-SP
574317;12/01/2024;sexta-feira;20:40:00;RJ;116;183;NOVA IGUACU;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-22,7516014;-43,43849831;SPRF-RJ;DEL06-RJ;UOP01-DEL06-RJ
574318;12/01/2024;sexta-feira;18:00:00;MA;316;506,8;CODO;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Reta;Sim;2;1;0;0;0;1;0;2;-4,728815;-43,713264;SPRF-MA;DEL03-MA;UOP02-DEL03-MA
574319;12/01/2024;sexta-feira;21:53:00;SC;280;28,9;ARAQUARI;Trafegar com motocicleta (ou similar) entre as faixas;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;3;0;0;2;1;0;2;2;-26,40450077;-48,74561031;SPRF-SC;DEL03-SC;UOP03-DEL03-SC
574320;12/01/2024;sexta-feira;22:20:00;ES;101;143;LINHARES;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;0;1;0;0;1;1;-19,34286596;-40,0638568;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
574321;12/01/2024;sexta-feira;22:10:00;PR;277;36;MORRETES;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;"Curva;Declive";Não;5;0;0;0;5;0;0;1;-25,571052;-48,839246;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
574323;12/01/2024;sexta-feira;21:00:00;MA;135;264,3;CAPINZAL DO NORTE;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;"Reta;Aclive";Não;1;0;1;0;0;0;1;1;-4,69279499;-44,33048009;SPRF-MA;DEL03-MA;UOP01-DEL03-MA
574324;12/01/2024;sexta-feira;23:00:00;SP;116;215;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Sim;2;0;1;0;0;1;1;2;-23,44695693;-46,45394103;SPRF-SP;DEL01-SP;UOP01-DEL01-SP
574326;12/01/2024;sexta-feira;21:00:00;RJ;101;404;ITAGUAI;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Curva;Sim;2;0;1;0;0;1;1;2;-22,86342703;-43,79642098;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
574328;12/01/2024;sexta-feira;20:00:00;MT;163;694;LUCAS DO RIO VERDE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Simples;Reta;Não;2;0;2;0;0;0;2;1;-13,12620914;-55,96026168;SPRF-MT;DEL06-MT;UOP01-DEL06-MT
574329;12/01/2024;sexta-feira;19:20:00;MG;262;738,5;PERDIZES;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;1;-19,6120303;-47,40225703;SPRF-MG;DEL08-MG;UOP01-DEL08-MG
574330;12/01/2024;sexta-feira;21:30:00;RR;432;195;CANTA;Ausência de sinalização;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;3;1;0;1;1;0;1;2;2,643694006;-60,59182903;SPRF-RR;DEL01-RR;UOP01-DEL01-RR
574332;13/01/2024;sábado;00:20:00;RJ;40;82;PETROPOLIS;Chuva;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-22,51183137;-43,23076171;SPRF-RJ;DEL01-RJ;UOP01-DEL01-RJ
574334;13/01/2024;sábado;00:40:00;PR;376;261;CALIFORNIA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Retorno Regulamentado;Não;1;0;1;0;0;0;1;1;-23,70927793;-51,32245185;SPRF-PR;DEL07-PR;UOP03-DEL07-PR
574336;13/01/2024;sábado;02:00:00;PI;343;592,5;FLORIANO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Ignorado;Simples;Rotatória;Sim;2;0;0;0;2;0;0;2;-6,77712261;-43,03326112;SPRF-PI;DEL03-PI;UOP01-DEL03-PI
574338;13/01/2024;sábado;02:15:00;RS;285;271,9;MATO CASTELHANO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;5;0;2;0;2;1;2;1;-28,30466052;-52,13386059;SPRF-RS;DEL08-RS;UOP03-DEL08-RS
574340;12/01/2024;sexta-feira;18:00:00;MA;135;3;SAO LUIS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Anoitecer;Decrescente;Nublado;Dupla;"Reta;Retorno Regulamentado";Sim;2;0;0;0;2;0;0;2;-2,606802;-44,247512;SPRF-MA;DEL01-MA;UOP01-DEL01-MA
574341;13/01/2024;sábado;02:45:00;MG;262;40;MANHUACU;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-20,27334219;-42,04913988;SPRF-MG;DEL06-MG;UOP03-DEL06-MG
574342;13/01/2024;sábado;00:00:00;PI;343;596;FLORIANO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;"Reta;Aclive";Não;2;1;0;0;0;1;0;2;-6,781361;-43,023224;SPRF-PI;DEL03-PI;UOP01-DEL03-PI
574346;13/01/2024;sábado;03:20:00;SC;280;125,8;RIO NEGRINHO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Sim;2;0;1;0;0;1;1;2;-26,23779604;-49,49427399;SPRF-SC;DEL06-SC;UOP03-DEL06-SC
574349;13/01/2024;sábado;05:10:00;RS;290;80;GRAVATAI;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;5;0;0;0;5;0;0;2;-29,95343;-51,058449;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
574351;13/01/2024;sábado;05:30:00;MG;381;925,5;ITAPEVA;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-22,777207;-46,23911301;SPRF-MG;DEL16-MG;UOP03-DEL16-MG
574352;13/01/2024;sábado;04:30:00;MG;381;672,1;PERDOES;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;"Declive;Retorno Regulamentado;Curva";Não;6;0;3;0;3;0;3;2;-21,0939261;-45,07727193;SPRF-MG;DEL04-MG;UOP02-DEL04-MG
574354;13/01/2024;sábado;06:00:00;PB;230;13;CABEDELO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-7,0772;-34,8494;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
574355;13/01/2024;sábado;06:20:00;PR;467;109;CASCAVEL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-24,9237;-53,4676;SPRF-PR;DEL04-PR;UOP01-DEL04-PR
574356;13/01/2024;sábado;06:15:00;RS;470;223;GARIBALDI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;"Reta;Retorno Regulamentado;Aclive";Não;2;1;1;0;0;0;1;1;-29,23260699;-51,51604056;SPRF-RS;DEL06-RS;UOP01-DEL06-RS
574357;13/01/2024;sábado;06:30:00;MG;365;695,8;MONTE ALEGRE DE MINAS;Acumulo de água sobre o pavimento;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;"Declive;Curva";Não;1;0;1;0;0;0;1;1;-18,87838133;-48,95058799;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
574358;13/01/2024;sábado;07:00:00;RS;290;91,2;PORTO ALEGRE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-29,96961785;-51,16972983;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
574359;13/01/2024;sábado;07:20:00;RS;386;338,9;LAJEADO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Curva;Em Obras;Ponte";Não;2;0;1;0;1;0;1;2;-29,404047;-52,036518;SPRF-RS;DEL04-RS;UOP01-DEL04-RS
574361;12/01/2024;sexta-feira;08:20:00;MA;135;106;ITAPECURU MIRIM;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;5;0;1;0;4;0;1;2;-3,40255223;-44,50839574;SPRF-MA;DEL01-MA;UOP02-DEL01-MA
574365;13/01/2024;sábado;05:50:00;MS;163;663,8;RIO VERDE DE MATO GROSSO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Crescente;Nublado;Simples;Declive;Não;1;0;0;0;1;0;0;1;-19,05900201;-54,79848701;SPRF-MS;DEL06-MS;UOP02-DEL06-MS
574370;12/01/2024;sexta-feira;18:00:00;RS;470;146;NOVA PRATA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;2;0;1;2;-28,70856476;-51,61384342;SPRF-RS;DEL06-RS;UOP02-DEL06-RS
574374;12/01/2024;sexta-feira;21:50:00;RS;470;156;NOVA PRATA;Transitar na contramão;Colisão frontal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;0;0;2;0;2;-28,78874508;-51,61532195;SPRF-RS;DEL06-RS;UOP02-DEL06-RS
574376;13/01/2024;sábado;06:30:00;MG;381;529,8;RIO MANSO;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Chuva;Dupla;"Curva;Declive";Não;1;0;1;0;0;0;1;1;-20,162389;-44,34677;SPRF-MG;DEL04-MG;UOP03-DEL04-MG
574383;13/01/2024;sábado;08:30:00;SP;116;59;GUARATINGUETA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;4;0;0;1;3;0;1;2;-22,78555649;-45,15339465;SPRF-SP;DEL08-SP;UOP01-DEL08-SP
574384;13/01/2024;sábado;08:11:00;MA;135;10;SAO LUIS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;"Retorno Regulamentado;Reta";Não;3;0;0;0;2;1;0;2;-2,655912;-44,28629098;SPRF-MA;DEL01-MA;UOP01-DEL01-MA
574385;13/01/2024;sábado;07:00:00;GO;60;399;RIO VERDE;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-17,822361;-51,052772;SPRF-GO;DEL04-GO;UOP02-DEL04-GO
574388;13/01/2024;sábado;10:00:00;SC;280;36,3;GUARAMIRIM;Ultrapassagem Indevida;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Em Obras";Sim;3;0;1;0;0;2;1;3;-26,442765;-48,812031;SPRF-SC;DEL03-SC;UOP03-DEL03-SC
574389;13/01/2024;sábado;07:30:00;PI;135;352;BOM JESUS;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-9,07531116;-44,35476699;SPRF-PI;DEL03-PI;UOP02-DEL03-PI
574392;13/01/2024;sábado;07:50:00;RS;470;155,3;NOVA PRATA;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Retorno Regulamentado;Sim;2;0;2;0;0;0;2;2;-28,7743268;-51,61401629;SPRF-RS;DEL06-RS;UOP02-DEL06-RS
574393;13/01/2024;sábado;09:45:00;SP;116;43,1;CACHOEIRA PAULISTA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Reta;Declive";Não;1;0;1;0;0;0;1;1;-22,6973511;-45,03013594;SPRF-SP;DEL08-SP;UOP02-DEL08-SP
574394;13/01/2024;sábado;05:00:00;MA;230;568;CAROLINA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Amanhecer;Decrescente;Ignorado;Simples;Reta;Não;2;1;0;0;0;1;0;2;-7,35829168;-47,41725485;SPRF-MA;DEL05-MA;UOP01-DEL05-MA
574395;13/01/2024;sábado;10:30:00;DF;20;16,5;BRASILIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Declive";Sim;4;0;2;0;2;0;2;2;-15,625675;-47,725159;SPRF-DF;DEL02-DF;UOP01-DEL02-DF
574398;13/01/2024;sábado;10:00:00;RS;116;252;SAPUCAIA DO SUL;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;"Retorno Regulamentado;Reta;Interseção de Vias";Sim;2;0;1;0;0;1;1;2;-29,80913395;-51,1675292;SPRF-RS;DEL01-RS;UOP02-DEL01-RS
574402;13/01/2024;sábado;11:50:00;RJ;493;66;DUQUE DE CAXIAS;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,672089;-43,285053;SPRF-RJ;DEL01-RJ;UOP03-DEL01-RJ
574403;13/01/2024;sábado;11:35:00;MG;381;491;BETIM;Trafegar com motocicleta (ou similar) entre as faixas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;1;0;0;1;1;-19,96502819;-44,17422195;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
574405;13/01/2024;sábado;11:15:00;SC;101;202,1;SAO JOSE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Não;2;0;1;0;1;0;1;2;-27,56504751;-48,61505985;SPRF-SC;DEL01-SC;UOP01-DEL01-SC
574408;13/01/2024;sábado;12:05:00;SC;280;58;JARAGUA DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;"Interseção de Vias;Rotatória";Sim;3;0;1;0;2;0;1;2;-26,47415593;-49,021211;SPRF-SC;DEL03-SC;UOP03-DEL03-SC
574410;13/01/2024;sábado;12:15:00;RS;386;345,7;LAJEADO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Em Obras";Sim;2;0;2;0;0;0;2;2;-29,443069;-51,984135;SPRF-RS;DEL04-RS;UOP01-DEL04-RS
574411;13/01/2024;sábado;11:35:00;MG;40;801,5;MATIAS BARBOSA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;2;0;2;0;0;0;2;1;-21,84198111;-43,37428093;SPRF-MG;DEL05-MG;UOP01-DEL05-MG
574412;13/01/2024;sábado;11:20:00;MG;116;766,2;LEOPOLDINA;Acesso irregular;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;6;0;2;0;4;0;2;2;-21,5197389;-42,6491103;SPRF-MG;DEL07-MG;UOP01-DEL07-MG
574413;13/01/2024;sábado;12:30:00;SP;101;50,9;UBATUBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Reta;Sim;3;0;1;0;2;0;1;3;-23,45018939;-45,07743735;SPRF-SP;DEL06-SP;UOP01-DEL06-SP
574414;13/01/2024;sábado;12:30:00;GO;20;26,2;FORMOSA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Aclive;Não;1;0;1;0;0;0;1;1;-15,528576;-47,129608;SPRF-DF;DEL02-DF;UOP02-DEL02-DF
574415;13/01/2024;sábado;12:20:00;MG;40;799,1;JUIZ DE FORA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Sim;3;0;1;0;2;0;1;3;-21,82857001;-43,37364401;SPRF-MG;DEL05-MG;UOP01-DEL05-MG
574417;13/01/2024;sábado;12:10:00;RS;116;143,8;CAXIAS DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;2;0;1;0;2;1;-29,1201739;-51,12260651;SPRF-RS;DEL05-RS;UOP01-DEL05-RS
574418;13/01/2024;sábado;13:00:00;PB;230;18;JOAO PESSOA;Acostamento em desnível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-7,1198;-34,8453;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
574419;13/01/2024;sábado;12:00:00;MG;365;644;UBERLANDIA;Ingestão de álcool pelo condutor;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Declive";Não;1;0;0;0;1;0;0;1;-18,87933743;-48,50290107;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
574422;13/01/2024;sábado;12:40:00;MG;381;456;BELO HORIZONTE;Acesso irregular;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;2;0;0;1;2;2;-19,85862954;-43,91292495;SPRF-MG;DEL01-MG;UOP01-DEL01-MG
574424;13/01/2024;sábado;08:30:00;MT;364;53,5;ALTO GARCAS;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Aclive;Não;3;0;2;0;1;0;2;1;-16,9750381;-53,51270028;SPRF-MT;DEL02-MT;UOP02-DEL02-MT
574425;13/01/2024;sábado;11:00:00;PR;369;150;LONDRINA;Animais na Pista;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,29283247;-51,16917193;SPRF-PR;DEL07-PR;UOP01-DEL07-PR
574426;13/01/2024;sábado;12:40:00;MS;163;375;NOVA ALVORADA DO SUL;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Declive";Não;2;0;1;1;0;0;2;1;-21,3846679;-54,4105737;SPRF-MS;DEL02-MS;UOP01-DEL02-MS
574428;13/01/2024;sábado;13:00:00;MG;116;689,3;MURIAE;Chuva;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Reta;Não;2;0;1;0;1;0;1;2;-21,01024799;-42,36121097;SPRF-MG;DEL07-MG;UOP02-DEL07-MG
574429;13/01/2024;sábado;12:20:00;BA;324;513,3;FEIRA DE SANTANA;Retorno proibido;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Não;2;0;1;0;0;1;1;2;-12,23098007;-38,96101401;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
574431;13/01/2024;sábado;14:15:00;BA;116;422,9;FEIRA DE SANTANA;Condutor usando celular;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Declive;Sim;2;0;1;0;1;0;1;2;-12,22064702;-38,96561131;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
574432;13/01/2024;sábado;11:30:00;BA;407;104;JAGUARARI;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-10,26491494;-40,18277092;SPRF-BA;DEL04-BA;UOP01-DEL04-BA
574433;13/01/2024;sábado;13:00:00;MT;364;203;RONDONOPOLIS;Pista Escorregadia;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Retorno Regulamentado;Sim;1;0;1;0;0;0;1;1;-16,465553;-54,65803;SPRF-MT;DEL02-MT;UOP01-DEL02-MT
574434;12/01/2024;sexta-feira;20:08:00;MA;222;522,3;BURITICUPU;Ausência de reação do condutor;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;Reta;Sim;2;1;0;0;0;1;0;2;-4,34524716;-46,42464818;SPRF-MA;DEL02-MA;UOP01-DEL02-MA
574435;13/01/2024;sábado;14:00:00;SP;116;76;ROSEIRA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,87747687;-45,27203908;SPRF-SP;DEL08-SP;UOP01-DEL08-SP
574437;13/01/2024;sábado;12:50:00;MA;222;374;SANTA INES;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Reta;Declive";Não;1;0;0;1;0;0;1;1;-3,774448;-45,458676;SPRF-MA;DEL02-MA;UOP01-DEL02-MA
574438;13/01/2024;sábado;13:40:00;RJ;116;40;TERESOPOLIS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;2;0;0;0;2;0;0;2;-22,1378037;-42,78282166;SPRF-RJ;DEL04-RJ;UOP01-DEL04-RJ
574442;13/01/2024;sábado;14:00:00;PR;376;2;APUCARANA;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Aclive;Interseção de Vias";Sim;2;0;1;0;1;0;1;2;-23,55938;-51,43662;SPRF-PR;DEL07-PR;UOP03-DEL07-PR
574443;05/01/2024;sexta-feira;19:50:00;PE;428;191,5;PETROLINA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;2;0;2;0;2;2;-9,37813409;-40,50448157;SPRF-PE;DEL06-PE;UOP01-DEL06-PE
574444;13/01/2024;sábado;14:35:00;CE;222;305,2;TIANGUA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;"Reta;Declive";Não;4;0;2;0;2;0;2;2;-3,67107564;-40,96050301;SPRF-CE;DEL04-CE;UOP02-DEL04-CE
574445;13/01/2024;sábado;13:45:00;RJ;40;75;PETROPOLIS;Pista Escorregadia;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Aclive";Não;1;0;1;0;0;0;1;1;-22,46857126;-43,22958698;SPRF-RJ;DEL01-RJ;UOP01-DEL01-RJ
574446;13/01/2024;sábado;13:50:00;PR;116;3;CAMPINA GRANDE DO SUL;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Não;4;0;0;2;2;0;2;1;-25,074341;-48,588004;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
